iter	RMSE
314	2.049785618
315	2.040564955
316	2.030300847
317	2.020304839
318	2.010230808
319	2.005935884
320	1.997634655
321	1.989674081
322	1.982441416
323	1.979092903
324	1.972611284
325	1.966876914
326	1.960727984
327	1.957494976
328	1.949141191
329	1.942101068
330	1.930811909
331	1.92763924
332	1.922822839
333	1.9140822
334	1.903218725
335	1.902042885
336	1.893999265
337	1.885289681
338	1.882682094
339	1.874132264
340	1.865551587
341	1.862563712
342	1.86012636
343	1.85092707
344	1.849792821
345	1.840996959
346	1.832252117
347	1.825425031
348	1.81530691
349	1.812283176
350	1.807952034
351	1.805520721
352	1.801124023
353	1.793259921
354	1.789210299
355	1.785669342
356	1.779084259
357	1.77600374
358	1.767230857
359	1.758384098
360	1.752708744
361	1.746742958
362	1.73680241
363	1.729590906
364	1.720523516
365	1.711644558
366	1.703944828
367	1.699419878
368	1.690671552
369	1.68714026
370	1.684499094
371	1.681153733
372	1.679213643
373	1.674497878
374	1.671900684
375	1.664820812
376	1.663547766
377	1.656718357
378	1.653472853
379	1.651938717
380	1.649044861
381	1.641902826
382	1.633927792
383	1.625230158
384	1.621386728
385	1.61356681
386	1.605634473
387	1.601137278
388	1.598632602
389	1.590282626
390	1.5877345
391	1.584669253
392	1.583471475
393	1.575491054
394	1.567491676
395	1.561791887
396	1.559427455
397	1.557059816
398	1.551212983
399	1.548319364
400	1.54678669
401	1.544508752
402	1.536593711
403	1.533022824
404	1.529377858
405	1.526877324
406	1.518878675
407	1.516332107
408	1.515291954
409	1.508074217
410	1.506440415
411	1.50367856
412	1.496224212
413	1.489840673
414	1.488168825
415	1.482884605
416	1.481351175
417	1.478324041
418	1.47026172
419	1.465913159
420	1.458330798
421	1.452289759
422	1.448180142
423	1.445148789
424	1.438428897
425	1.43740105
426	1.430517374
427	1.429519427
428	1.4221852
429	1.417871032
430	1.41625804
431	1.414909988
432	1.408633859
433	1.402197975
434	1.394688031
435	1.388487122
436	1.382229041
437	1.37815263
438	1.376060916
439	1.373802677
440	1.367361265
441	1.362974871
442	1.360025771
443	1.359097282
444	1.358259674
445	1.353746693
446	1.352929215
447	1.352071434
448	1.350124665
449	1.345848664
450	1.339926178
451	1.33360977
452	1.327690557
453	1.321302893
454	1.320800562
455	1.319275683
456	1.313914554
457	1.310406415
458	1.305603995
459	1.303732953
460	1.30294251
461	1.298310728
462	1.297491403
463	1.291827327
464	1.2879569
465	1.282758246
466	1.276190721
467	1.272599349
468	1.268042437
469	1.265911066
470	1.259845806
471	1.255208915
472	1.249825884
473	1.249065168
474	1.246786696
475	1.240639831
476	1.238489165
477	1.234420859
478	1.233689264
479	1.232977521
480	1.229212817
481	1.227544112
482	1.223191184
483	1.21889227
484	1.214873803
485	1.209151921
486	1.207315485
487	1.203886297
488	1.202607038
489	1.198487276
490	1.193881918
491	1.193177599
492	1.187614839
493	1.181664401
494	1.17588682
495	1.170109534
496	1.165971409
497	1.161607253
498	1.158707789
499	1.157019831
500	1.15524686
501	1.153503558
502	1.151760622
503	1.150440613
504	1.148895855
505	1.146882779
506	1.141190924
507	1.135837217
508	1.132079787
509	1.130809242
510	1.125560365
511	1.124873659
512	1.124209494
513	1.118910789
514	1.115529453
515	1.11337398
516	1.112754586
517	1.108498973
518	1.107105565
519	1.105068867
520	1.100515939
521	1.098841324
522	1.097318843
523	1.092639363
524	1.087604034
525	1.087274963
526	1.085892547
527	1.081635808
528	1.076825419
529	1.071257028
530	1.06679653
531	1.064032435
532	1.061081833
533	1.059954961
534	1.057509528
535	1.052933524
536	1.05190222
537	1.049961491
538	1.049262031
539	1.048063122
540	1.044567793
541	1.040174598
542	1.039588147
543	1.035060195
544	1.032566457
545	1.031021012
546	1.027307873
547	1.022641154
548	1.018362972
549	1.014243837
550	1.010221563
551	1.006462105
552	1.005290986
553	1.004712744
554	1.003968422
555	1.000782886
556	0.9966620854
557	0.9952076779
558	0.9911338263
559	0.990174304
560	0.9896148234
561	0.989070368
562	0.9847500113
563	0.9804726183
564	0.9797891959
565	0.9767559951
566	0.9734397984
567	0.9730562079
568	0.9682761918
569	0.9680448218
570	0.9648302738
571	0.9626428493
572	0.9595785856
573	0.9570757077
574	0.9536340375
575	0.9527791012
576	0.9496908044
577	0.9459055328
578	0.9420947646
579	0.9379424052
580	0.9372523847
581	0.9341537077
582	0.9322417451
583	0.9308380096
584	0.9291357316
585	0.9249515823
586	0.923313917
587	0.9205440934
588	0.9165576413
589	0.9125949048
590	0.9094567134
591	0.907591445
592	0.9037929843
593	0.9029731711
594	0.9020756737
595	0.8988797807
596	0.895026071
597	0.8932738655
598	0.8900246469
599	0.8867549122
600	0.88608496
601	0.885010718
602	0.8814161515
603	0.8802415971
604	0.8794320334
605	0.8788626531
606	0.8760895932
607	0.8742603875
608	0.8715596795
609	0.8688565393
610	0.865395315
611	0.8630078467
612	0.8599734964
613	0.8593228033
614	0.8586325591
615	0.8549886006
616	0.8525071791
617	0.8497183805
618	0.8480745904
619	0.8475700029
620	0.8452389452
621	0.8432416668
622	0.8427147099
623	0.8390183497
624	0.8384442274
625	0.8363804519
626	0.8334877458
627	0.8305931343
628	0.8277547305
629	0.8254425215
630	0.8221309086
631	0.8214009971
632	0.8183304181
633	0.8154678482
634	0.8132719266
635	0.8102729103
636	0.8098118769
637	0.8089624249
638	0.8059194188
639	0.8039443462
640	0.8033945647
641	0.8028876171
642	0.8022035681
643	0.7999140695
644	0.7975627161
645	0.796772593
646	0.7950369675
647	0.7929062806
648	0.79210169
649	0.791584458
650	0.7898734457
651	0.7869535054
652	0.7841214382
653	0.7824797114
654	0.7816719526
655	0.7786842506
656	0.7756799674
657	0.7753860128
658	0.772838538
659	0.7709714956
660	0.7692787609
661	0.7664326781
662	0.7656837965
663	0.7653292554
664	0.7648391134
665	0.7625074851
666	0.7600481801
667	0.7578083755
668	0.7551225434
669	0.7523676844
670	0.7508903597
671	0.7487408551
672	0.7466857079
673	0.7447764959
674	0.7427406886
675	0.7422689376
676	0.7419936355
677	0.7415796696
678	0.7406396501
679	0.7377054196
680	0.7361264843
681	0.734612971
682	0.733103638
683	0.7310753052
684	0.7289623975
685	0.7282004807
686	0.7277551682
687	0.7252877596
688	0.7248014287
689	0.7234067501
690	0.721602856
691	0.7208799002
692	0.7194595486
693	0.7175726997
694	0.7171495666
695	0.7157836206
696	0.7139839866
697	0.712054052
698	0.7091973884
699	0.7065514757
700	0.705783703
701	0.7042474808
702	0.7029624857
703	0.7022204469
704	0.7002442616
705	0.6994203161
706	0.696943912
707	0.6963764891
708	0.6960189968
709	0.6932905968
710	0.6915754625
711	0.6911811957
712	0.6905761914
713	0.688274253
714	0.6866367645
715	0.6844972289
716	0.6833589289
717	0.6809745776
718	0.6787490901
719	0.6782652014
720	0.6763080369
721	0.6762372094
722	0.6744020338
723	0.6732784881
724	0.6727068878
725	0.6713427744
726	0.6707843204
727	0.6692582625
728	0.6674394705
729	0.6668742206
730	0.6658398482
731	0.6640855516
732	0.6625373964
733	0.6605755054
734	0.659112181
735	0.6574328881
736	0.6553636357
737	0.6538405244
738	0.6533098056
739	0.6519612975
740	0.6515019381
741	0.6503444914
742	0.6483208241
743	0.6482507892
744	0.647443578
745	0.6467394126
746	0.6463776437
747	0.6448587157
748	0.6432239534
749	0.6421148954
750	0.6409455573
751	0.6397793157
752	0.6382444642
753	0.6377783178
754	0.6358114492
755	0.6341687758
756	0.6328109818
757	0.6314565139
758	0.6298170077
759	0.6281023448
760	0.6262733381
761	0.6257870479
762	0.6240835001
763	0.6236210989
764	0.6230610522
765	0.6226010569
766	0.6215500361
767	0.6203130274
768	0.6188629004
769	0.6179090922
770	0.6167636586
771	0.6158145045
772	0.6138980789
773	0.6122696516
774	0.6112918657
775	0.610039021
776	0.6091564053
777	0.6073783685
778	0.6062891059
779	0.6059406068
780	0.6052716223
781	0.6041124597
782	0.603917777
783	0.602265484
784	0.601461815
785	0.6009639365
786	0.5998242007
787	0.5984285959
788	0.5980633951
789	0.596964955
790	0.5953366959
791	0.5935113081
792	0.5930625527
793	0.5919255273
794	0.5906413301
795	0.589033875
796	0.587399431
797	0.5864852815
798	0.5848916307
799	0.5845727753
800	0.583005938
801	0.5825251978
802	0.5821089843
803	0.5812353125
804	0.5806095069
805	0.5791929682
806	0.5782919181
807	0.5767878549
808	0.5760186021
809	0.5746916329
810	0.5734687798
811	0.5724379336
812	0.5714888473
813	0.5711387487
814	0.5694522184
815	0.5693907679
816	0.5686788061
817	0.5680431477
818	0.5670419741
819	0.5661166507
820	0.5651759671
821	0.5647922956
822	0.5634460044
823	0.5619305262
824	0.5613438631
825	0.5602280978
826	0.5598997148
827	0.5595412295
828	0.5581753479
829	0.5570756374
830	0.5559297341
831	0.5557367406
832	0.554992154
833	0.5534405985
834	0.5527742526
835	0.5516768242
836	0.5514892444
837	0.5506518471
838	0.5498464075
839	0.5484454217
840	0.5475986838
841	0.5463094385
842	0.5454417624
843	0.5446130791
844	0.543230172
845	0.5425249075
846	0.54215636
847	0.5409147382
848	0.5406012931
849	0.5398535036
850	0.5395331879
851	0.5380750121
852	0.5373206954
853	0.5370149802
854	0.5366831652
855	0.5354794773
856	0.5344504114
857	0.5331709052
858	0.5328625817
859	0.5318843234
860	0.5305650874
861	0.5304494328
862	0.5293848836
863	0.5279745451
864	0.5271460825
865	0.5264591475
866	0.525811113
867	0.5251313202
868	0.5248341306
869	0.5244960871
870	0.5244531591
871	0.5231161736
872	0.523003516
873	0.5220495377
874	0.5217625304
875	0.5210636834
876	0.5207319381
877	0.5206232795
878	0.5195557281
879	0.5183876132
880	0.5171413711
881	0.5161904292
882	0.5154817686
883	0.5144969689
884	0.5141684708
885	0.5132541283
886	0.5119030788
887	0.5111621793
888	0.5096998058
889	0.5085014655
890	0.5073596713
891	0.506816652
892	0.5055324047
893	0.5054239291
894	0.5048780998
895	0.5036897995
896	0.502839959
897	0.5017570696
898	0.5007442493
899	0.5002736921
900	0.499372341
901	0.4990549227
902	0.4983987696
903	0.4982928794
904	0.4971397951
905	0.4961534872
906	0.4950718936
907	0.4942505949
908	0.4939443133
909	0.4931189294
910	0.4922662699
911	0.4918030492
912	0.4917519081
913	0.4906053235
914	0.4896718394
915	0.4890791165
916	0.4886504594
917	0.4880783718
918	0.4875946879
919	0.4873005278
920	0.4862382528
921	0.4861230183
922	0.4856783192
923	0.485028232
924	0.4843861174
925	0.4842864551
926	0.4842377221
927	0.483652734
928	0.4828667094
929	0.4825975924
930	0.4815562315
931	0.4807576308
932	0.4796919468
933	0.4788638203
934	0.4780729627
935	0.477579571
936	0.4771654053
937	0.4762655735
938	0.4759852616
939	0.4749542496
940	0.4742606122
941	0.4739887932
942	0.4730153881
943	0.4729676619
944	0.4720540228
945	0.4717878819
946	0.470950542
947	0.4701331358
948	0.4696564745
949	0.4694176687
950	0.468911361
951	0.4678040291
952	0.4671631089
953	0.4661563083
954	0.4658983847
955	0.4649360056
956	0.4642053574
957	0.4636841834
958	0.4629621665
959	0.4622573421
960	0.4616994698
961	0.4610152916
962	0.4607652895
963	0.4605333944
964	0.4603048069
965	0.4596525019
966	0.4589879298
967	0.4581487807
968	0.4579174118
969	0.4570584705
970	0.4568123661
971	0.4563152076
972	0.4554532432
973	0.4544511316
974	0.4536858199
975	0.4534232613
976	0.4527959975
977	0.4520422338
978	0.4513847339
979	0.4513380664
980	0.4512922941
981	0.4509460724
982	0.4507110447
983	0.4504826855
984	0.4502597335
985	0.4495169389
986	0.4485546402
987	0.4482275875
988	0.4472394138
989	0.4465247638
990	0.4457258323
991	0.4454966448
992	0.4447369845
993	0.4442048418
994	0.4432861243
995	0.4424464968
996	0.4422179278
997	0.4412688814
998	0.440736651
999	0.4400394995
